ID,Project_Code,PQ,PO_SO,ASN_DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule_Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Delivery_Delay_Days,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD,Year,Month,Quarter,Month_Name
3134,PC-21190,Non-PQ,PO524022,ASN95870,Vietnam,PMO - NG,From RDC,CIF,Air,HRDT,Sub-14,Matrix Laboratories,Medicine N 100mg,Type-14,Brand-D,50mg,Capsule,90,8581,76644.52,75.33,4.04,Aurobindo Unit III,Yes,2015-03-08,2015-05-15,2015-05-12,2015-05-15,-3,7541.12,25384.73,766.45,2015,5,2,May
3135,PC-72824,PQ,PO636498,ASN59531,South Africa,PMO - US,Direct Drop,DDP,Air,HRDT,Sub-15,Hetero Unit III India,Medicine O 100mg,Type-15,Brand-E,500mg,Tablet,120,8855,43021.71,471.94,9.36,Cipla,Yes,2015-01-06,2015-04-04,2015-04-25,2015-04-25,21,10782.37,24627.2,430.22,2015,4,2,April
3136,PC-52752,PQ,PO136972,ASN90570,Zimbabwe,PMO - SA,From RDC,CIF,Ocean,ANTIMALARIA,Sub-16,"Aurobindo Unit III, India",Medicine P 100mg,Type-1,Brand-F,50mg,Tablet,100,4697,70668.96,318.45,7.52,Cipla,Yes,2015-03-04,2015-04-28,2015-05-05,2015-05-05,7,4711.99,5444.79,706.69,2015,5,2,May
3137,PC-42327,Non-PQ,PO861254,ASN19442,Côte d'Ivoire,PMO - US,From RDC,CIF,Ocean,ANTIMALARIA,Sub-17,"Aurobindo Unit III, India",Medicine Q 100mg,Type-2,Brand-G,50mg,Tablet,120,7776,14361.96,56.78,7.9,Aurobindo Unit III,No,2015-03-05,2015-05-03,2015-05-03,2015-05-04,0,8428.16,11254.4,143.62,2015,5,2,May
3138,PC-52070,PQ,PO396280,ASN66437,Nigeria,PMO - SA,From RDC,DDP,Ocean,ANTIMALARIA,Sub-18,Ranbaxy Fine Chemicals Limited,Medicine R 100mg,Type-3,Brand-H,500mg,Tablet,60,8945,97328.26,318.16,5.21,Matrix,Yes,2015-03-23,2015-05-19,2015-05-20,2015-05-24,1,5004.44,6801.54,973.28,2015,5,2,May
3139,PC-95925,PQ,PO537513,ASN70342,Uganda,PMO - SA,Direct Drop,FCA,Air,Emergency,Sub-19,Hetero Unit III India,Medicine S 100mg,Type-4,Brand-I,50mg,Capsule,60,3230,88246.75,92.29,2.21,Cipla,No,2015-09-13,2015-10-28,2015-10-27,2015-10-28,-1,1899.33,5172.04,882.47,2015,10,4,October
3140,PC-50197,PQ,PO902377,ASN88179,Côte d'Ivoire,PMO - NG,From RDC,EXW,Ocean,Emergency,Sub-20,Matrix Laboratories,Medicine T 100mg,Type-5,Brand-J,500mg,Solution,30,1180,41191.28,444.46,5.95,Aurobindo Unit III,No,2015-08-31,2015-10-05,2015-10-26,2015-10-30,21,340.11,369.68,411.91,2015,10,4,October
3141,PC-12261,PQ,PO850561,ASN45069,Côte d'Ivoire,PMO - NG,Direct Drop,EXW,Ocean,ARV,Sub-1,Matrix Laboratories,Medicine U 100mg,Type-6,Brand-A,50mg,Solution,100,9947,89442.52,127.5,7.74,Matrix,Yes,2015-01-09,2015-03-18,2015-03-19,2015-03-20,1,9768.57,14101.04,894.43,2015,3,1,March
3142,PC-36512,PQ,PO441324,ASN83246,Zambia,PMO - NG,Direct Drop,EXW,Ocean,ARV,Sub-2,Ranbaxy Fine Chemicals Limited,Medicine V 100mg,Type-7,Brand-B,50mg,Tablet,30,3208,89597.65,404.36,0.14,Hetero Unit III,No,2015-03-06,2015-04-09,2015-04-10,2015-04-10,1,977.69,1323.47,895.98,2015,4,2,April
3143,PC-16716,Non-PQ,PO432597,ASN48560,Zambia,PMO - US,From RDC,EXW,Air Charter,HIV test,Sub-3,Matrix Laboratories,Medicine W 100mg,Type-8,Brand-C,50mg,Capsule,30,3869,46664.05,103.6,1.23,Cipla,Yes,2015-04-30,2015-06-24,2015-07-01,2015-07-03,7,1146.38,5306.82,466.64,2015,7,3,July
3144,PC-96795,PQ,PO971836,ASN68070,Uganda,PMO - NG,From RDC,EXW,Ocean,Emergency,Sub-4,Cipla Ltd.,Medicine X 100mg,Type-9,Brand-D,500mg,Capsule,60,8758,94741.66,281.35,4.8,Matrix,Yes,2015-03-17,2015-04-16,2015-04-15,2015-04-19,-1,4725.52,4216.01,947.42,2015,4,2,April
3145,PC-38933,PQ,PO103052,ASN52427,Uganda,PMO - US,From RDC,EXW,Air,HRDT,Sub-5,Hetero Unit III India,Medicine Y 100mg,Type-10,Brand-E,200mg,Tablet,60,4995,97708.86,456.6,4.43,Matrix,No,2015-04-17,2015-07-12,2015-07-12,2015-07-14,0,2949.69,6766.28,977.09,2015,7,3,July
3146,PC-14378,PQ,PO389416,ASN70496,Uganda,PMO - NG,From RDC,CIF,Truck,ARV,Sub-6,"Aurobindo Unit III, India",Medicine Z 100mg,Type-11,Brand-F,100mg,Capsule,100,3634,22504.06,151.52,9.82,Cipla,No,2015-08-13,2015-10-23,2015-10-28,2015-10-30,5,4098.89,3620.07,225.04,2015,10,4,October
3147,PC-50583,PQ,PO403294,ASN74557,Uganda,PMO - NG,From RDC,EXW,Air,ANTIMALARIALS,Sub-7,Matrix Laboratories,Medicine A 100mg,Type-12,Brand-G,200mg,Solution,60,7968,7600.0,45.29,1.01,Matrix,Yes,2015-06-03,2015-07-16,2015-07-19,2015-07-21,3,5869.01,22421.6,76.0,2015,7,3,July
3148,PC-95371,PQ,PO851564,ASN82752,South Africa,PMO - NG,Direct Drop,CIF,Ocean,HRDT,Sub-8,Matrix Laboratories,Medicine B 100mg,Type-13,Brand-H,50mg,Tablet,100,2127,33783.83,278.53,3.3,Ranbaxy,Yes,2015-04-24,2015-06-09,2015-06-08,2015-06-11,-1,2423.44,2909.23,337.84,2015,6,2,June
3149,PC-39033,PQ,PO248388,ASN87248,Haiti,PMO - US,Direct Drop,DDP,Air Charter,HIV test,Sub-9,Matrix Laboratories,Medicine C 100mg,Type-14,Brand-I,500mg,Capsule,120,3792,49394.69,90.3,8.17,Ranbaxy,No,2015-05-12,2015-06-30,2015-06-30,2015-07-04,0,3836.11,17870.87,493.95,2015,6,2,June
3150,PC-34000,PQ,PO546605,ASN80441,Haiti,PMO - SA,From RDC,FCA,Ocean,ANTIMALARIA,Sub-10,Ranbaxy Fine Chemicals Limited,Medicine D 100mg,Type-15,Brand-J,50mg,Capsule,90,6126,10174.96,365.53,6.16,Hetero Unit III,Yes,2015-03-16,2015-05-16,2015-05-23,2015-05-24,7,4896.75,6002.73,101.75,2015,5,2,May
3151,PC-85868,PQS,PO762600,ASN58534,Côte d'Ivoire,PMO - US,Direct Drop,CIF,Air Charter,HIV test,Sub-11,"Aurobindo Unit III, India",Medicine E 100mg,Type-1,Brand-A,200mg,Capsule,120,2760,14925.3,297.46,5.66,,Yes,2015-02-26,2015-05-04,2015-05-11,2015-05-12,7,2837.67,13908.71,149.25,2015,5,2,May
3152,PC-52604,PQ,PO983527,ASN37930,Haiti,PMO - US,Direct Drop,FCA,Air,HRDT,Sub-12,Hetero Unit III India,Medicine F 100mg,Type-2,Brand-B,100mg,Tablet,60,6389,97198.21,176.46,7.44,Ranbaxy,Yes,2015-02-27,2015-04-02,2015-03-28,2015-03-28,-5,4319.95,21248.99,971.98,2015,3,1,March
3153,PC-78336,PQ,PO430918,ASN99042,Vietnam,PMO - US,Direct Drop,DDP,Ocean,ANTIMALARIA,Sub-13,Matrix Laboratories,Medicine G 100mg,Type-3,Brand-C,200mg,Solution,90,2352,73992.76,354.3,0.5,Ranbaxy,Yes,2015-08-04,2015-10-12,2015-11-02,2015-11-02,21,2371.22,3260.61,739.93,2015,11,4,November
3154,PC-83869,PQS,PO929607,ASN17288,Côte d'Ivoire,PMO - SA,From RDC,EXW,Air,HIV test,Sub-14,Cipla Ltd.,Medicine H 100mg,Type-4,Brand-D,500mg,Capsule,90,2126,87618.87,123.07,9.48,Hetero Unit III,Yes,2015-02-22,2015-03-28,2015-03-31,2015-04-02,3,1973.98,4042.8,876.19,2015,3,1,March
3155,PC-15410,PQ,PO493781,ASN91122,South Africa,PMO - US,Direct Drop,FCA,Ocean,HIV test,Sub-15,Ranbaxy Fine Chemicals Limited,Medicine I 100mg,Type-5,Brand-E,500mg,Tablet,30,1354,97144.3,458.93,1.99,Ranbaxy,No,2015-09-04,2015-11-27,2015-11-28,2015-11-29,1,495.41,581.38,971.44,2015,11,4,November
3156,PC-93375,PQ,PO116375,ASN71518,Vietnam,PMO - NG,Direct Drop,FCA,Ocean,HRDT,Sub-16,Hetero Unit III India,Medicine J 100mg,Type-6,Brand-F,200mg,Tablet,90,9583,38436.29,176.71,0.91,Ranbaxy,Yes,2015-05-02,2015-06-30,2015-06-30,2015-07-04,0,8324.27,6967.44,384.36,2015,6,2,June
3157,PC-66044,PQ,PO649998,ASN42400,Haiti,PMO - SA,Direct Drop,DDP,Ocean,ARV,Sub-17,Matrix Laboratories,Medicine K 100mg,Type-7,Brand-G,200mg,Capsule,100,9237,69098.53,382.67,3.46,Cipla,Yes,2015-05-25,2015-08-19,2015-08-19,2015-08-22,0,9385.58,11118.62,690.99,2015,8,3,August
3158,PC-73315,PQ,PO805255,ASN11567,Côte d'Ivoire,PMO - US,From RDC,DDP,Air,ANTIMALARIALS,Sub-18,Hetero Unit III India,Medicine L 100mg,Type-8,Brand-H,100mg,Tablet,60,7625,19218.18,132.97,7.05,Hetero Unit III,No,2015-06-14,2015-08-21,2015-08-22,2015-08-25,1,4699.06,11888.59,192.18,2015,8,3,August
3159,PC-81344,PQ,PO878912,ASN57878,Uganda,PMO - US,Direct Drop,DDP,Air,HIV test,Sub-19,Ranbaxy Fine Chemicals Limited,Medicine M 100mg,Type-9,Brand-I,50mg,Solution,60,8780,55615.05,358.84,2.39,Matrix,Yes,2015-03-24,2015-05-17,2015-05-17,2015-05-19,0,4562.28,12861.79,556.15,2015,5,2,May
3160,PC-16796,PQ,PO770534,ASN58850,Nigeria,PMO - SA,From RDC,CIF,Ocean,ANTIMALARIALS,Sub-20,Cipla Ltd.,Medicine N 100mg,Type-10,Brand-J,500mg,Solution,30,6867,21777.97,20.61,0.59,Matrix,Yes,2015-08-30,2015-11-14,2015-11-13,2015-11-13,-1,1820.15,994.34,217.78,2015,11,4,November
3161,PC-96716,PQ,PO469170,ASN11094,Haiti,PMO - US,Direct Drop,CIF,Truck,Emergency,Sub-1,Matrix Laboratories,Medicine O 100mg,Type-11,Brand-A,500mg,Tablet,30,4925,16882.67,151.28,0.67,Aurobindo Unit III,Yes,2015-06-14,2015-07-18,2015-07-21,2015-07-23,3,1450.02,809.11,168.83,2015,7,3,July
3162,PC-64245,PQ,PO580545,ASN21135,Vietnam,PMO - SA,From RDC,FCA,Truck,Emergency,Sub-2,Cipla Ltd.,Medicine P 100mg,Type-12,Brand-B,100mg,Capsule,60,9039,10745.92,50.98,2.64,Aurobindo Unit III,No,2015-08-31,2015-11-04,2015-11-05,2015-11-06,1,4469.76,3228.51,107.46,2015,11,4,November
3163,PC-53056,PQ,PO127597,ASN89044,Zambia,PMO - NG,Direct Drop,DDP,Truck,HRDT,Sub-3,Ranbaxy Fine Chemicals Limited,Medicine Q 100mg,Type-13,Brand-C,500mg,Solution,30,9914,58393.92,228.35,1.44,Ranbaxy,Yes,2015-05-18,2015-07-02,2015-07-05,2015-07-07,3,2764.42,2508.31,583.94,2015,7,3,July
3164,PC-27709,PQ,PO436433,ASN55113,Vietnam,PMO - US,From RDC,FCA,Ocean,Safety,Sub-4,Cipla Ltd.,Medicine R 100mg,Type-14,Brand-D,500mg,Capsule,90,455,95035.27,220.38,3.79,Ranbaxy,Yes,2015-01-11,2015-04-01,2015-04-02,2015-04-02,1,460.52,327.42,950.35,2015,4,2,April
3165,PC-68557,PQS,PO531613,ASN68791,Vietnam,PMO - US,Direct Drop,EXW,Air,HRDT,Sub-5,Ranbaxy Fine Chemicals Limited,Medicine S 100mg,Type-15,Brand-E,200mg,Tablet,90,6398,13099.96,182.71,1.81,Matrix,No,2015-01-09,2015-04-02,2015-04-02,2015-04-05,0,5596.09,25937.7,131.0,2015,4,2,April
3166,PC-27543,Non-PQ,PO185687,ASN19684,Zambia,PMO - NG,From RDC,DDP,Ocean,Safety,Sub-6,Cipla Ltd.,Medicine T 100mg,Type-1,Brand-F,200mg,Solution,100,2839,50729.13,490.68,3.51,Hetero Unit III,No,2015-03-25,2015-05-29,2015-05-29,2015-05-30,0,3213.76,4188.01,507.29,2015,5,2,May
3167,PC-47418,PQS,PO218968,ASN81727,Côte d'Ivoire,PMO - US,From RDC,CIF,Ocean,Safety,Sub-7,Hetero Unit III India,Medicine U 100mg,Type-2,Brand-G,100mg,Capsule,30,9907,69019.74,125.82,4.5,Cipla,Yes,2015-08-17,2015-10-01,2015-10-04,2015-10-07,3,3201.03,3674.93,690.2,2015,10,4,October
3168,PC-26724,PQ,PO664562,ASN93378,Nigeria,PMO - US,Direct Drop,DDP,Air,Safety,Sub-8,Hetero Unit III India,Medicine V 100mg,Type-3,Brand-H,500mg,Tablet,60,3248,50090.31,396.57,7.45,Aurobindo Unit III,Yes,2015-03-13,2015-05-05,2015-05-05,2015-05-07,0,2047.46,9383.31,500.9,2015,5,2,May
3169,PC-13828,PQ,PO567453,ASN68552,Zambia,PMO - SA,Direct Drop,FCA,Ocean,ARV,Sub-9,Ranbaxy Fine Chemicals Limited,Medicine W 100mg,Type-4,Brand-I,100mg,Capsule,120,9007,91265.82,226.49,2.35,Ranbaxy,Yes,2015-05-11,2015-07-17,2015-07-24,2015-07-26,7,12676.28,10470.84,912.66,2015,7,3,July
3170,PC-27087,PQ,PO303570,ASN18046,Haiti,PMO - US,From RDC,CIF,Air,Safety,Sub-10,Hetero Unit III India,Medicine X 100mg,Type-5,Brand-J,50mg,Solution,60,4030,17463.27,170.73,4.8,Aurobindo Unit III,No,2015-02-24,2015-04-20,2015-04-25,2015-04-26,5,2364.58,11409.95,174.63,2015,4,2,April
3171,PC-22605,PQ,PO531413,ASN14934,Nigeria,PMO - NG,From RDC,EXW,Ocean,ANTIMALARIA,Sub-11,Cipla Ltd.,Medicine Y 100mg,Type-6,Brand-A,50mg,Tablet,120,7748,3392.16,105.72,8.17,Matrix,Yes,2015-07-22,2015-10-06,2015-10-09,2015-10-11,3,9124.9,6198.38,33.92,2015,10,4,October
3172,PC-41337,PQ,PO672922,ASN69556,Vietnam,PMO - US,Direct Drop,EXW,Air,ANTIMALARIALS,Sub-12,Cipla Ltd.,Medicine Z 100mg,Type-7,Brand-B,100mg,Tablet,120,4866,38928.69,318.53,9.87,Hetero Unit III,Yes,2015-06-30,2015-08-21,2015-08-21,2015-08-24,0,5607.55,20946.94,389.29,2015,8,3,August
3173,PC-15482,PQ,PO916473,ASN56806,South Africa,PMO - SA,From RDC,FCA,Air,HIV test,Sub-13,Matrix Laboratories,Medicine A 100mg,Type-8,Brand-C,500mg,Capsule,100,5358,55993.39,170.17,5.62,Matrix,No,2015-09-01,2015-10-31,2015-11-03,2015-11-04,3,5210.19,17720.0,559.93,2015,11,4,November
3174,PC-75333,PQ,PO447509,ASN11354,Zimbabwe,PMO - NG,Direct Drop,DDP,Ocean,ANTIMALARIA,Sub-14,Ranbaxy Fine Chemicals Limited,Medicine B 100mg,Type-9,Brand-D,50mg,Capsule,120,4596,26196.2,407.39,4.38,Cipla,No,2015-04-06,2015-05-17,2015-05-20,2015-05-23,3,4408.58,5512.37,261.96,2015,5,2,May
3175,PC-98296,PQ,PO938418,ASN63046,Côte d'Ivoire,PMO - NG,Direct Drop,EXW,Ocean,Emergency,Sub-15,Hetero Unit III India,Medicine C 100mg,Type-10,Brand-E,500mg,Tablet,90,6357,17674.92,484.39,6.35,Hetero Unit III,Yes,2015-09-23,2015-12-03,2015-12-06,2015-12-08,3,5471.01,4643.57,176.75,2015,12,4,December
3176,PC-60952,Non-PQ,PO911802,ASN75064,South Africa,PMO - NG,From RDC,FCA,Ocean,Emergency,Sub-16,,Medicine D 100mg,Type-11,Brand-F,200mg,Solution,90,8187,80678.95,117.43,4.91,Cipla,No,2015-08-25,2015-11-14,2015-11-14,2015-11-17,0,8953.47,12706.32,806.79,2015,11,4,November
3177,PC-15463,PQ,PO397391,ASN67184,South Africa,PMO - NG,Direct Drop,CIF,Air Charter,ANTIMALARIALS,Sub-17,Hetero Unit III India,Medicine E 100mg,Type-12,Brand-G,100mg,Solution,100,6203,19668.94,68.69,1.73,Cipla,Yes,2015-05-02,2015-06-22,2015-06-23,2015-06-25,1,5904.2,25889.34,196.69,2015,6,2,June
3178,PC-80448,PQ,PO481688,ASN12963,Nigeria,PMO - SA,From RDC,CIF,Air,ANTIMALARIALS,Sub-18,Matrix Laboratories,Medicine F 100mg,Type-13,Brand-H,50mg,Capsule,60,5232,44825.54,161.18,4.65,Hetero Unit III,Yes,2015-08-21,2015-11-16,2015-11-30,2015-11-30,14,3353.79,12878.13,448.26,2015,11,4,November
3179,PC-14648,PQ,PO306994,ASN37424,Côte d'Ivoire,PMO - SA,Direct Drop,FCA,Air Charter,Safety,Sub-19,Cipla Ltd.,Medicine G 100mg,Type-14,Brand-I,500mg,Capsule,60,8185,95493.63,236.22,9.79,Cipla,Yes,2015-04-25,2015-05-27,2015-05-26,2015-05-27,-1,4745.46,20387.99,954.94,2015,5,2,May
3180,PC-43623,PQ,PO880768,ASN90039,South Africa,PMO - SA,Direct Drop,DDP,Air,ANTIMALARIA,Sub-20,Cipla Ltd.,Medicine H 100mg,Type-15,Brand-J,200mg,Capsule,60,9974,61657.78,153.98,6.44,Aurobindo Unit III,No,2015-08-01,2015-09-13,2015-09-12,2015-09-13,-1,5414.17,26612.42,616.58,2015,9,3,September
3181,PC-69156,PQ,PO493650,ASN13042,Uganda,PMO - SA,Direct Drop,DDP,Ocean,ANTIMALARIA,Sub-1,"Aurobindo Unit III, India",Medicine I 100mg,Type-1,Brand-A,100mg,Solution,60,9738,50274.62,485.38,2.91,Ranbaxy,Yes,2015-04-08,2015-06-01,2015-07-16,2015-07-18,45,6152.06,4320.58,502.75,2015,7,3,July
3182,PC-45634,PQ,PO687270,ASN17139,South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Sub-2,Ranbaxy Fine Chemicals Limited,Medicine J 100mg,Type-2,Brand-B,50mg,Solution,90,7288,36664.77,390.7,9.48,Hetero Unit III,Yes,2015-03-10,2015-05-04,2015-05-07,2015-05-08,3,5602.77,7131.15,366.65,2015,5,2,May
3183,PC-54602,PQ,PO951612,ASN21226,Uganda,PMO - SA,Direct Drop,DDP,Truck,HIV test,Sub-3,Hetero Unit III India,Medicine K 100mg,Type-3,Brand-C,200mg,Capsule,90,9811,52518.16,483.24,3.95,Matrix,No,2015-07-19,2015-10-04,2015-10-05,2015-10-08,1,10251.46,8306.79,525.18,2015,10,4,October
3184,PC-59334,PQS,PO732822,ASN90298,Zimbabwe,PMO - US,Direct Drop,FCA,Ocean,HIV test,Sub-4,"Aurobindo Unit III, India",Medicine L 100mg,Type-4,Brand-D,100mg,Capsule,100,4410,73696.4,189.75,3.96,Matrix,No,2015-09-18,2015-12-10,2015-12-09,2015-12-13,-1,4620.74,6820.26,736.96,2015,12,4,December
3185,PC-78648,PQS,PO789834,ASN93652,Uganda,PMO - NG,Direct Drop,FCA,Air,HIV test,Sub-5,Ranbaxy Fine Chemicals Limited,Medicine M 100mg,Type-5,Brand-E,50mg,Tablet,100,5363,82430.2,155.81,6.2,Ranbaxy,Yes,2015-07-16,2015-09-02,2015-09-05,2015-09-08,3,5115.74,24564.17,824.3,2015,9,3,September
3186,PC-32054,Non-PQ,PO386788,ASN48108,Uganda,PMO - US,Direct Drop,CIF,Ocean,Safety,Sub-6,Hetero Unit III India,Medicine N 100mg,Type-6,Brand-F,500mg,Tablet,100,2637,65334.93,206.64,5.73,Matrix,Yes,2015-09-21,2015-11-28,2015-12-03,2015-12-07,5,2734.12,3749.3,653.35,2015,12,4,December
3187,PC-80028,PQS,PO662781,ASN80647,Nigeria,PMO - US,Direct Drop,CIF,Ocean,Emergency,Sub-7,Matrix Laboratories,Medicine O 100mg,Type-7,Brand-G,200mg,Tablet,60,5098,79241.39,263.8,2.98,Ranbaxy,Yes,2015-09-06,2015-11-08,2015-11-09,2015-11-12,1,2870.73,3282.28,792.41,2015,11,4,November
3188,PC-32207,PQ,PO445968,ASN78617,South Africa,PMO - US,Direct Drop,DDP,Ocean,Emergency,Sub-8,Ranbaxy Fine Chemicals Limited,Medicine P 100mg,Type-8,Brand-H,200mg,Tablet,60,8631,9753.36,372.07,4.72,Aurobindo Unit III,Yes,2015-04-26,2015-06-05,2015-05-31,2015-06-02,-5,5061.07,5170.18,97.53,2015,5,2,May
3189,PC-90650,PQ,PO614922,ASN39815,Zimbabwe,PMO - SA,Direct Drop,EXW,Air,ANTIMALARIA,Sub-9,Hetero Unit III India,Medicine Q 100mg,Type-9,Brand-I,500mg,Capsule,90,8403,2423.07,441.15,3.39,Matrix,Yes,2015-05-17,2015-07-05,2015-07-06,2015-07-09,1,8335.67,21731.78,24.23,2015,7,3,July
3190,PC-91554,PQ,PO933721,ASN17802,South Africa,PMO - SA,Direct Drop,EXW,Ocean,ARV,Sub-10,Cipla Ltd.,Medicine R 100mg,Type-10,Brand-J,200mg,Solution,90,3837,73706.69,234.27,7.4,Matrix,No,2015-02-21,2015-03-24,2015-03-23,2015-03-27,-1,3663.75,4153.54,737.07,2015,3,1,March
3191,PC-31386,PQ,PO532809,ASN52230,Haiti,PMO - NG,From RDC,CIF,Air,HRDT,Sub-11,Ranbaxy Fine Chemicals Limited,Medicine S 100mg,Type-11,Brand-A,200mg,Solution,30,4281,26908.7,148.14,1.31,,Yes,2015-04-29,2015-06-16,2015-06-17,2015-06-21,1,1459.2,6055.42,269.09,2015,6,2,June
3192,PC-93276,PQ,PO532331,ASN73372,Haiti,PMO - SA,From RDC,CIF,Air Charter,ARV,Sub-12,Hetero Unit III India,Medicine T 100mg,Type-12,Brand-B,100mg,Tablet,30,4556,87890.15,162.83,7.53,,Yes,2015-07-27,2015-09-01,2015-09-01,2015-09-01,0,1469.31,11420.58,878.9,2015,9,3,September
3193,PC-69518,PQS,PO866505,ASN64020,Uganda,PMO - US,Direct Drop,FCA,Ocean,Emergency,Sub-13,Cipla Ltd.,Medicine U 100mg,Type-13,Brand-C,500mg,Solution,60,583,54049.22,349.99,1.7,Matrix,Yes,2015-05-22,2015-08-13,2015-08-12,2015-08-15,-1,363.37,284.25,540.49,2015,8,3,August
3194,PC-62781,PQ,PO777900,ASN93449,Zambia,PMO - SA,Direct Drop,CIF,Air,Safety,Sub-14,Cipla Ltd.,Medicine V 100mg,Type-14,Brand-D,200mg,Tablet,90,9172,48373.57,285.94,3.13,Aurobindo Unit III,Yes,2015-09-20,2015-12-12,2015-12-07,2015-12-07,-5,7130.65,21921.24,483.74,2015,12,4,December
3195,PC-62780,PQ,PO397625,ASN27465,Uganda,PMO - SA,From RDC,CIF,Truck,ANTIMALARIA,Sub-15,"Aurobindo Unit III, India",Medicine W 100mg,Type-15,Brand-E,500mg,Capsule,60,3202,77509.06,245.81,3.4,Aurobindo Unit III,Yes,2015-02-01,2015-04-12,2015-04-15,2015-04-18,3,1780.06,1093.74,775.09,2015,4,2,April
3196,PC-71440,PQ,PO326577,ASN17994,South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Sub-16,Hetero Unit III India,Medicine X 100mg,Type-1,Brand-F,100mg,Tablet,120,7627,74368.5,105.37,9.91,Aurobindo Unit III,Yes,2015-05-18,2015-08-15,2015-08-18,2015-08-18,3,8861.46,10557.96,743.68,2015,8,3,August
3197,PC-54199,Non-PQ,PO701385,ASN13531,Vietnam,PMO - NG,Direct Drop,EXW,Ocean,ANTIMALARIA,Sub-17,"Aurobindo Unit III, India",Medicine Y 100mg,Type-2,Brand-G,100mg,Solution,30,267,70723.38,438.35,5.94,Matrix,No,2015-05-24,2015-07-27,2015-07-26,2015-07-29,-1,58.53,78.54,707.23,2015,7,3,July
3198,PC-71035,PQ,PO909010,ASN19343,Zimbabwe,PMO - SA,Direct Drop,EXW,Air,ANTIMALARIALS,Sub-18,"Aurobindo Unit III, India",Medicine Z 100mg,Type-3,Brand-H,500mg,Solution,100,7550,69300.19,391.61,7.8,Ranbaxy,Yes,2015-02-10,2015-03-24,2015-04-07,2015-04-07,14,7306.58,20264.58,693.0,2015,4,2,April
3199,PC-18210,PQS,PO434192,ASN69066,Zambia,PMO - NG,From RDC,FCA,Ocean,ANTIMALARIALS,Sub-19,Matrix Laboratories,Medicine A 100mg,Type-4,Brand-I,500mg,Solution,60,7148,52024.2,74.62,5.6,Ranbaxy,No,2015-08-04,2015-10-26,2015-11-02,2015-11-06,7,4320.34,4493.94,520.24,2015,11,4,November
3200,PC-54363,PQS,PO614771,ASN16229,Zimbabwe,PMO - US,Direct Drop,EXW,Ocean,HRDT,Sub-20,"Aurobindo Unit III, India",Medicine B 100mg,Type-5,Brand-J,50mg,Capsule,120,7215,92721.08,186.86,9.83,Hetero Unit III,Yes,2015-08-09,2015-09-20,2015-09-20,2015-09-23,0,9152.6,6881.47,927.21,2015,9,3,September
3201,PC-88279,Non-PQ,PO283951,ASN92124,Nigeria,PMO - SA,From RDC,DDP,Truck,Emergency,Sub-1,"Aurobindo Unit III, India",Medicine C 100mg,Type-6,Brand-A,100mg,Tablet,100,8128,89173.5,273.36,1.86,Hetero Unit III,Yes,2015-08-31,2015-10-16,2015-10-17,2015-10-21,1,6839.39,4275.36,891.74,2015,10,4,October
3202,PC-70348,PQS,PO241668,ASN98704,Uganda,PMO - NG,From RDC,DDP,Air,Safety,Sub-2,Matrix Laboratories,Medicine D 100mg,Type-7,Brand-B,200mg,Capsule,120,3391,33611.09,229.9,6.09,Matrix,Yes,2015-09-11,2015-11-19,2015-11-20,2015-11-22,1,3727.18,17902.39,336.11,2015,11,4,November
3203,PC-65284,PQS,PO553885,ASN54789,Uganda,PMO - NG,Direct Drop,FCA,Air,ANTIMALARIALS,Sub-3,Matrix Laboratories,Medicine E 100mg,Type-8,Brand-C,100mg,Capsule,90,1835,80664.76,201.91,7.99,Matrix,Yes,2015-07-21,2015-08-27,2015-08-26,2015-08-26,-1,1608.83,7477.23,806.65,2015,8,3,August
3204,PC-82124,PQ,PO513146,ASN54069,Haiti,PMO - US,From RDC,CIF,Truck,HRDT,Sub-4,Ranbaxy Fine Chemicals Limited,Medicine F 100mg,Type-9,Brand-D,100mg,Tablet,90,7380,89219.74,360.82,6.32,Ranbaxy,Yes,2015-08-16,2015-10-21,2015-10-21,2015-10-25,0,7914.84,4929.56,892.2,2015,10,4,October
3205,PC-78847,PQ,PO279022,ASN97402,Nigeria,PMO - SA,From RDC,CIF,Truck,HIV test,Sub-5,"Aurobindo Unit III, India",Medicine G 100mg,Type-10,Brand-E,50mg,Solution,90,9840,62207.24,31.98,8.98,Cipla,Yes,2015-01-20,2015-03-09,2015-03-12,2015-03-13,3,10003.82,5568.86,622.07,2015,3,1,March
3206,PC-32432,PQ,PO982169,ASN19524,Haiti,PMO - NG,From RDC,DDP,Air,ANTIMALARIA,Sub-6,Cipla Ltd.,Medicine H 100mg,Type-11,Brand-F,500mg,Solution,100,6193,56002.34,238.35,6.05,Hetero Unit III,Yes,2015-04-14,2015-06-20,2015-06-21,2015-06-22,1,5842.04,21233.57,560.02,2015,6,2,June
